Year,County,Municipality,DEP Region,Client ID,Client Name,Pmry Fac ID,Latitude,Longitude,Facility Name,NAICS Code,NAICS Desc,NAICS Category,Permit Number,Spud Date,Facility Type,Compression Station Type,Source Type,Pollutant,Emission Amt(In Tons)
2019,Philadelphia,Philadelphia,SouthEast,61551,EPISC HOSP,749392,39.989444,-75.140556,TEMPLE UNIV EPISC HOSP/LEHIGH AVE,622110,General Medical and Surgical Hospitals,Health Care and Social Assistance,23-28258788-1,NA,AEP - Air Emission Plant,NA,Combustion Unit,Carbon Dioxide,326.4502
2019,Philadelphia,Philadelphia,SouthEast,292920,CITY OF PHILA PRISON CAMPUS,749410,40.033611,-75.016667,PHILA PRISON SYS/CORR FAC,922140,Correctional Institutions,Public Administration,23-6003047-3,NA,AEP - Air Emission Plant,NA,Process,Carbon Dioxide,303
2019,Philadelphia,Philadelphia,SouthEast,292922,NAVAL FOUNDRY & PROPELLER CTR,749412,39.889167,-75.181389,NAVAL FOUNDRY AND PROPELLER CTR/PHILA,928110,National Security,Public Administration,09702-1,NA,AEP - Air Emission Plant,NA,Process,Carbon Dioxide,268.492
2019,Philadelphia,Philadelphia,SouthEast,14714,PHILA GAS WORKS,749359,39.921667,-75.190833,PHILA GAS WORKS/PASSYUNK PLT,221210,Natural Gas Distribution,Utilities,23-1664779-1,NA,AEP - Air Emission Plant,NA,Air Pollution Control Device,Carbon Dioxide,256.58
2019,Philadelphia,Philadelphia,SouthEast,179578,SMITH EDWARDS DUNLAP CO,749319,39.981111,-75.099444,SMITH EDWARDS DUNLAP CO/ALLEGHENY AVE,323111,Commercial Printing (except Screen and Books),Manufacturing,23-053950-1,NA,AEP - Air Emission Plant,NA,Combustion Unit,Carbon Dioxide,205.7518
2019,Philadelphia,Philadelphia,SouthEast,85640,KINDER MORGAN LIQUIDS TERMS LLC,758975,39.916722,-75.217028,KINDER MORGAN POINT BREEZE TERM/ PHILA,424710,Petroleum Bulk Stations and Terminals,Wholesale Trade,20-3805145,NA,AEP - Air Emission Plant,NA,Air Pollution Control Device,Carbon Dioxide,180.85
2019,Philadelphia,Philadelphia,SouthEast,67184,JOWITT & RODGERS CO,749327,40.038889,-74.989444,JOWITT AND RODGERS CO/STATE RD FAC,327910,Abrasive Product Manufacturing,Manufacturing,23-1385598-1,NA,AEP - Air Emission Plant,NA,Process,Carbon Dioxide,169.21
2019,Philadelphia,Philadelphia,SouthEast,143782,CHILDRENS HOSP OF PHILA,749394,39.947778,-75.193056,CHILDRENS HOSP OF PHILA/ PHILA,622310,Specialty (except Psychiatric and Substance Abuse) Hospitals,Health Care and Social Assistance,23-1352166-1,NA,AEP - Air Emission Plant,NA,Process,Carbon Dioxide,131.0005
2019,Philadelphia,Philadelphia,SouthEast,40991,VANGUARD GROUP INC,822129,40.115917,-75.000676,THE VANGUARD GROUP,518210,"Data Processing, Hosting, and Related Services",Information,232736707,NA,AEP - Air Emission Plant,NA,Process,Carbon Dioxide,124.9076
2019,Philadelphia,Philadelphia,SouthEast,292808,RYDER TRUCK RENTAL INC,749304,40.080278,-75.023056,RYDER TRUCK RENTAL INC/BLUEGRASS RD,532120,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing",Real Estate and Rental and Leasing,59-0747035-2,NA,AEP - Air Emission Plant,NA,Combustion Unit,Carbon Dioxide,123.18
2019,Philadelphia,Philadelphia,SouthEast,292846,MODEL FINISHING CO,749342,40.026389,-75.031667,MODEL FINISHING CO/PHILA,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,Manufacturing,23-1689853-1,NA,AEP - Air Emission Plant,NA,Combustion Unit,Carbon Dioxide,111.76
2019,Philadelphia,Philadelphia,SouthEast,280865,PHILA WEST TRANSFLO TERM,829380,39.932139,-75.201861,TRANSFLO TERMINAL SERVICES INC/PHIL,488210,Support Activities for Rail Transportation,Transportation and Warehousing,829380,NA,AEP - Air Emission Plant,NA,Combustion Unit,Carbon Dioxide,99.5738
2019,Philadelphia,Philadelphia,SouthEast,175016,THOMAS JEFFERSON UNIV,749396,39.947778,-75.160278,THOMAS JEFFERSON UNIV/PHILA,611310,"Colleges, Universities, and Professional Schools",Educational Services,75-030616-1,NA,AEP - Air Emission Plant,NA,Process,Carbon Dioxide,89.863
2019,Philadelphia,Philadelphia,SouthEast,301135,PHILA EAGLES,829420,39.903222,-75.1665,LINCOLN FINANCIAL FIELD,711211,Sports Teams and Clubs,"Arts, Entertainment, and Recreation",829420,NA,AEP - Air Emission Plant,NA,Process,Carbon Dioxide,86.9206
2019,Philadelphia,Philadelphia,SouthEast,83900,HONEYWELL INTL INC,749294,40.005288,-75.073532,ADVANSIX INC,325199,All Other Basic Organic Chemical Manufacturing,Manufacturing,23-1743283-58,NA,AEP - Air Emission Plant,NA,Process,Carbon Dioxide,71.0746
2019,Philadelphia,Philadelphia,SouthEast,288978,VERIZON NORTH RETAIN,749283,39.949722,-75.154444,VERIZON MKT CTRL OFC/RACE ST,517919,All Other Telecommunications,Information,52-1312773-8,NA,AEP - Air Emission Plant,NA,Process,Carbon Dioxide,70.2406
2019,Philadelphia,Philadelphia,SouthEast,117518,ARDEX LAB INC,749339,40.108847,-75.004906,ARDEX LAB INC/CLEANING & POLISHING PREP,325612,Polish and Other Sanitation Good Manufacturing,Manufacturing,23-1669343-1,NA,AEP - Air Emission Plant,NA,Combustion Unit,Carbon Dioxide,64.56
2019,Philadelphia,Philadelphia,SouthEast,131920,SEPTA,749352,40.003611,-75.117222,SEPTA BERRIDGE/COURTLAND MAINT SHOP,485111,Mixed Mode Transit Systems,Transportation and Warehousing,23-1642972-2,NA,AEP - Air Emission Plant,NA,Process,Carbon Dioxide,64.2994
2019,Philadelphia,Philadelphia,SouthEast,67184,JOWITT & RODGERS CO,749327,40.038889,-74.989444,JOWITT AND RODGERS CO/STATE RD FAC,327910,Abrasive Product Manufacturing,Manufacturing,23-1385598-1,NA,AEP - Air Emission Plant,NA,Combustion Unit,Carbon Dioxide,46.84
2019,Philadelphia,Philadelphia,SouthEast,264233,PENN SHIP SVC LLC,774081,39.884183,-75.184375,PHILA SHIP REPAIR/PHILA,336611,Ship Building and Repairing,Manufacturing,208246408-2,NA,AEP - Air Emission Plant,NA,Combustion Unit,Carbon Dioxide,41.886
2019,Philadelphia,Philadelphia,SouthEast,286873,PHILA INTL AIRPORT,749407,39.875556,-75.245556,PHILA INTL AIRPORT/PHILA,481111,Scheduled Passenger Air Transportation,Transportation and Warehousing,23-6003047-2,NA,AEP - Air Emission Plant,NA,Process,Carbon Dioxide,40.2351
2019,Philadelphia,Philadelphia,SouthEast,249004,PHILLY SHIPYARDS INC,749297,39.89,-75.191667,PHILLY SHIPYARD INC / PHILA,336611,Ship Building and Repairing,Manufacturing,23-29446098-1,NA,AEP - Air Emission Plant,NA,Combustion Unit,Carbon Dioxide,34.3919
2019,Philadelphia,Philadelphia,SouthEast,85680,FOX CHASE CANCER CTR,761575,40.066782,-75.083449,FOX CHASE CANCER CTR/PHILA,622310,Specialty (except Psychiatric and Substance Abuse) Hospitals,Health Care and Social Assistance,8070,NA,AEP - Air Emission Plant,NA,Process,Carbon Dioxide,32.7685
2019,Philadelphia,Philadelphia,SouthEast,82737,DREXEL UNIV,772465,39.955665,-75.190074,DREXEL UNIV/UNIV CITY CAMP,611310,"Colleges, Universities, and Professional Schools",Educational Services,23-1352630-02,NA,AEP - Air Emission Plant,NA,Process,Carbon Dioxide,31.7523
2019,Philadelphia,Philadelphia,SouthEast,179653,PA CONVENTION CTR AUTH,759665,39.954928,-75.16297,PA CONVENTION CTR ANNEX/BROAD ST,561439,Other Business Service Centers (including Copy Shops),Administrative and Support and Waste Management and Remediation Services,2310353,NA,AEP - Air Emission Plant,NA,Process,Carbon Dioxide,29.964
2019,Philadelphia,Philadelphia,SouthEast,81826,PRESB MED CTR,749380,39.958611,-75.197778,PRESB MED CTR/PHILA,622110,General Medical and Surgical Hospitals,Health Care and Social Assistance,23-0987290-1,NA,AEP - Air Emission Plant,NA,Process,Carbon Dioxide,25.2286
2019,Philadelphia,Philadelphia,SouthEast,292925,COMMANDER NAVY REGION MIDATLANTIC,749415,40.041667,-75.091667,NAVAL SUPPORT ACTIVITY - PHILADELPHIA,928110,National Security,Public Administration,9707-1,NA,AEP - Air Emission Plant,NA,Process,Carbon Dioxide,19.6972
2019,Philadelphia,Philadelphia,SouthEast,14714,PHILA GAS WORKS,749360,39.975,-75.086667,PHILA GAS WORKS/RICHMOND PLT,221210,Natural Gas Distribution,Utilities,23-1664779-2,NA,AEP - Air Emission Plant,NA,Process,Carbon Dioxide,17.1378
2019,Philadelphia,Philadelphia,SouthEast,179653,PA CONVENTION CTR AUTH,759677,39.953933,-75.158847,PA CONV CTR/ARCH ST,561439,Other Business Service Centers (including Copy Shops),Administrative and Support and Waste Management and Remediation Services,2310092,NA,AEP - Air Emission Plant,NA,Process,Carbon Dioxide,14.84
2019,Philadelphia,Philadelphia,SouthEast,292873,FED RESERVE BANK PHILA,749369,39.952222,-75.15,FEDERAL RESERVE BANK/PHILA,522320,"Financial Transactions Processing, Reserve, and Clearinghouse Activities",Finance and Insurance,23-1357092-1,NA,AEP - Air Emission Plant,NA,Process,Carbon Dioxide,13.5078
2019,Philadelphia,Philadelphia,SouthEast,14714,PHILA GAS WORKS,749359,39.921667,-75.190833,PHILA GAS WORKS/PASSYUNK PLT,221210,Natural Gas Distribution,Utilities,23-1664779-1,NA,AEP - Air Emission Plant,NA,Process,Carbon Dioxide,13.1004
2019,Philadelphia,Philadelphia,SouthEast,84215,ROXBOROUGH MEM HOSP,749379,40.028333,-75.210278,ROXBOROUGH MEM HOSP/PHILA,622110,General Medical and Surgical Hospitals,Health Care and Social Assistance,20-8928648-1,NA,AEP - Air Emission Plant,NA,Process,Carbon Dioxide,12.9152
2019,Philadelphia,Philadelphia,SouthEast,80999,CARDONE IND INC,749349,40.038056,-75.1125,CARDONE IND INC/AUTO PARTS REMFG PLT 11-14,336340,Motor Vehicle Brake System Manufacturing,Manufacturing,32-61484-1,NA,AEP - Air Emission Plant,NA,Process,Carbon Dioxide,7.4934
2019,Philadelphia,Philadelphia,SouthEast,182002,GEN SVC ADMIN,749418,39.935,-75.149444,WILLIAM J GREEN JR FED BLDG/GSA,921190,Other General Government Support,Public Administration,44-0553234-1,NA,AEP - Air Emission Plant,NA,Process,Carbon Dioxide,6.39
2019,Philadelphia,Philadelphia,SouthEast,188448,PHILA OWNERS ASSOC,749370,39.971111,-75.182778,PHILADELPHIAN CONDOMINIUMS/PHILA,531190,Lessors of Other Real Estate Property,Real Estate and Rental and Leasing,23-2148526-1,NA,AEP - Air Emission Plant,NA,Process,Carbon Dioxide,5.4594
2019,Philadelphia,Philadelphia,SouthEast,309912,CROSS CONNECT SOLUTIONS INC,773154,39.959836,-75.161942,CROSS CONNECT/PHILADELPHIA,517919,All Other Telecommunications,Information,42-1608999-1,NA,AEP - Air Emission Plant,NA,Process,Carbon Dioxide,5.3597
2019,Philadelphia,Philadelphia,SouthEast,169287,PHILA UNIV,749403,40.020278,-75.192222,PHILA UNIV/COLL OF TEXTILE,611310,"Colleges, Universities, and Professional Schools",Educational Services,23-135-2294-1,NA,AEP - Air Emission Plant,NA,Process,Carbon Dioxide,5.3277
2019,Philadelphia,Philadelphia,SouthEast,320921,HCP MA3 PENNSYLVANIA LP,829391,39.949917,-75.155306,HCP INC/PHIL,531120,Lessors of Nonresidential Buildings (except Miniwarehouses),Real Estate and Rental and Leasing,829391,NA,AEP - Air Emission Plant,NA,Process,Carbon Dioxide,4.8138
2019,Philadelphia,Philadelphia,SouthEast,52929,ALBERT EINSTEIN MED CTR,749384,40.036944,-75.144167,ALBERT EINSTEIN MED CTR/HOSP,622110,General Medical and Surgical Hospitals,Health Care and Social Assistance,75-0000005-1,NA,AEP - Air Emission Plant,NA,Process,Carbon Dioxide,4.4483
2019,Philadelphia,Philadelphia,SouthEast,168819,DIETZ & WATSON INC,749312,40.010833,-75.060278,DIETZ & WATSON INC/PHILA,311612,Meat Processed from Carcasses,Manufacturing,23-0526135-1,NA,AEP - Air Emission Plant,NA,Process,Carbon Dioxide,3.56
2019,Philadelphia,Philadelphia,SouthEast,192195,SUNGARD AVAILABILITY SVC LP,749335,39.959444,-75.161667,SUNGARD RECOVERY SVC INC/BROAD ST PHILA,541512,Computer Systems Design Services,"Professional, Scientific, and Technical Services",23-2106195-1,NA,AEP - Air Emission Plant,NA,Process,Carbon Dioxide,3.0519
2019,Philadelphia,Philadelphia,SouthEast,216148,PHILA PHILLIES,749425,39.905735,-75.166571,CITIZENS BANK PARK/PHILA,711211,Sports Teams and Clubs,"Arts, Entertainment, and Recreation",23-2187951-1,NA,AEP - Air Emission Plant,NA,Process,Carbon Dioxide,3.05
2019,Philadelphia,Philadelphia,SouthEast,292887,PSYCHIATRIC SOLUTIONS INC,749383,40.026389,-75.103056,FRIENDS HOSP/PHILA,622110,General Medical and Surgical Hospitals,Health Care and Social Assistance,20-2523648,NA,AEP - Air Emission Plant,NA,Process,Carbon Dioxide,2.8276
2019,Philadelphia,Philadelphia,SouthEast,202868,UNIV OF THE SCIENCES IN PHILA,749401,39.945833,-75.208333,UNIV OF THE SCIENCES IN PHILA/PHILA,611310,"Colleges, Universities, and Professional Schools",Educational Services,23-1352668-1,NA,AEP - Air Emission Plant,NA,Process,Carbon Dioxide,2.778
2019,Philadelphia,Philadelphia,SouthEast,128972,MUTUAL PHARMACEUTICAL CO INC,749320,40.015556,-75.087778,FRONTIDA BIOPHARM INC,446110,Pharmacies and Drug Stores,Retail Trade,23-2322055-1,NA,AEP - Air Emission Plant,NA,Process,Carbon Dioxide,2.0606
2019,Philadelphia,Philadelphia,SouthEast,81346,UNIV OF PA,749400,39.952222,-75.194444,UNIV OF PA/PHILA,611310,"Colleges, Universities, and Professional Schools",Educational Services,23-1352685-2,NA,AEP - Air Emission Plant,NA,Process,Carbon Dioxide,1.773
2019,Philadelphia,Philadelphia,SouthEast,260787,CHESTNUT HILL HOSP,749387,40.079167,-75.213333,CHESTNUT HILL HOSP/PHILA,622110,General Medical and Surgical Hospitals,Health Care and Social Assistance,20-22295695-1,NA,AEP - Air Emission Plant,NA,Process,Carbon Dioxide,1.5274
2019,Philadelphia,Philadelphia,SouthEast,102222,JEANES HOSP,749377,40.072222,-75.088056,JEANES HOSP/PHILA,622110,General Medical and Surgical Hospitals,Health Care and Social Assistance,23-2826045-1,NA,AEP - Air Emission Plant,NA,Process,Carbon Dioxide,1.356
2019,Philadelphia,Philadelphia,SouthEast,186247,TENET HEALTH SYS ST CHRISTOPHERS HOSP,749395,40.008333,-75.127778,ST CHRISTOPHERS HOSP FOR CHILDREN/PHILA,622110,General Medical and Surgical Hospitals,Health Care and Social Assistance,84-3224793,NA,AEP - Air Emission Plant,NA,Process,Carbon Dioxide,1.0013
2019,Philadelphia,Philadelphia,SouthEast,119200,INOLEX CHEM CO,749308,39.910833,-75.146111,INOLEX CHEM CO/PHILA,325199,All Other Basic Organic Chemical Manufacturing,Manufacturing,23-2181869-1,NA,AEP - Air Emission Plant,NA,Process,Carbon Dioxide,0.09
